name,price,point,home_team,away_team,bookmakers.title
New York Mets,124,,Philadelphia Phillies,New York Mets,FanDuel
Philadelphia Phillies,-146,,Philadelphia Phillies,New York Mets,FanDuel
New York Mets,130,,Philadelphia Phillies,New York Mets,FOX Bet
Philadelphia Phillies,-154,,Philadelphia Phillies,New York Mets,FOX Bet
New York Mets,134,,Philadelphia Phillies,New York Mets,Betfair
Philadelphia Phillies,-141,,Philadelphia Phillies,New York Mets,Betfair
New York Mets,140,,Philadelphia Phillies,New York Mets,Betfair
Philadelphia Phillies,-135,,Philadelphia Phillies,New York Mets,Betfair
New York Mets,130,,Philadelphia Phillies,New York Mets,Bovada
Philadelphia Phillies,-155,,Philadelphia Phillies,New York Mets,Bovada
New York Mets,130,,Philadelphia Phillies,New York Mets,Unibet
Philadelphia Phillies,-154,,Philadelphia Phillies,New York Mets,Unibet
New York Mets,133,,Philadelphia Phillies,New York Mets,SugarHouse
Philadelphia Phillies,-152,,Philadelphia Phillies,New York Mets,SugarHouse
New York Mets,133,,Philadelphia Phillies,New York Mets,BetRivers
Philadelphia Phillies,-152,,Philadelphia Phillies,New York Mets,BetRivers
New York Mets,132,,Philadelphia Phillies,New York Mets,Barstool Sportsbook
Philadelphia Phillies,-155,,Philadelphia Phillies,New York Mets,Barstool Sportsbook
New York Mets,130,,Philadelphia Phillies,New York Mets,TwinSpires
Philadelphia Phillies,-155,,Philadelphia Phillies,New York Mets,TwinSpires
New York Mets,130,,Philadelphia Phillies,New York Mets,William Hill (US)
Philadelphia Phillies,-155,,Philadelphia Phillies,New York Mets,William Hill (US)
New York Mets,125,,Philadelphia Phillies,New York Mets,BetMGM
Philadelphia Phillies,-150,,Philadelphia Phillies,New York Mets,BetMGM
New York Mets,105,,Philadelphia Phillies,New York Mets,DraftKings
Philadelphia Phillies,-125,,Philadelphia Phillies,New York Mets,DraftKings
New York Mets,135,,Philadelphia Phillies,New York Mets,BetOnline.ag
Philadelphia Phillies,-147,,Philadelphia Phillies,New York Mets,BetOnline.ag
New York Mets,135,,Philadelphia Phillies,New York Mets,LowVig.ag
Philadelphia Phillies,-146,,Philadelphia Phillies,New York Mets,LowVig.ag
New York Mets,132,,Philadelphia Phillies,New York Mets,BetUS
Philadelphia Phillies,-147,,Philadelphia Phillies,New York Mets,BetUS
New York Mets,134,,Philadelphia Phillies,New York Mets,GTbets
Philadelphia Phillies,-146,,Philadelphia Phillies,New York Mets,GTbets
New York Mets,130,,Philadelphia Phillies,New York Mets,PointsBet (US)
Philadelphia Phillies,-155,,Philadelphia Phillies,New York Mets,PointsBet (US)
New York Yankees,-190,,New York Yankees,Toronto Blue Jays,DraftKings
Toronto Blue Jays,160,,New York Yankees,Toronto Blue Jays,DraftKings
New York Yankees,-185,,New York Yankees,Toronto Blue Jays,BetOnline.ag
