team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
PIT,3.230862914841538,0.2703946031536522,269.8298665494253,PIT,220.0,Pittsburgh Pirates,Atlanta Braves,Bovada,-49.829866549425276,8.538039530815782
ATL,5.307176615974243,0.7296053968463477,-269.8298665494252,ATL,-270.0,Pittsburgh Pirates,Atlanta Braves,Bovada,-0.1701334505747809,8.538039530815782
DET,2.9810941106711084,0.3104439587209482,222.11933004593584,DET,130.0,Detroit Tigers,San Francisco Giants,Bovada,-92.11933004593584,7.424017902820298
SFG,4.442923792149189,0.6895560412790518,-222.11933004593584,SFG,-155.0,Detroit Tigers,San Francisco Giants,Bovada,67.11933004593584,7.424017902820298
COL,4.439550793159818,0.4825119068523014,107.24877164660384,COL,122.0,Colorado Rockies,Texas Rangers,Bovada,14.751228353396158,9.037193227781362
TEX,4.597642434621544,0.5174880931476987,-107.24877164660391,TEX,-145.0,Colorado Rockies,Texas Rangers,Bovada,-37.75122835339609,9.037193227781362
OAK,3.3057649189873564,0.4301789329187155,132.4614069813026,OAK,103.0,Oakland Athletics,Miami Marlins,Bovada,-29.461406981302588,7.11043189197807
MIA,3.8046669729907134,0.5698210670812844,-132.4614069813026,MIA,-123.0,Oakland Athletics,Miami Marlins,Bovada,9.461406981302588,7.11043189197807
SDP,4.110092806253717,0.4516591006277399,121.4059228763788,SDP,-155.0,San Diego Padres,Cleveland Guardians,Bovada,-76.4059228763788,8.638772092190347
CLE,4.528679285936631,0.5483408993722602,-121.40592287637884,CLE,130.0,San Diego Padres,Cleveland Guardians,Bovada,51.40592287637884,8.638772092190347
SEA,4.264573163770357,0.5811121836798643,-138.72740171457943,SEA,-300.0,Seattle Mariners,Washington Nationals,Bovada,-161.27259828542057,7.885289016558285
WSN,3.620715852787928,0.4188878163201356,138.72740171457949,WSN,240.0,Seattle Mariners,Washington Nationals,Bovada,101.27259828542051,7.885289016558285
PHI,5.246126181649242,0.5863865902757236,-141.77165838666147,PHI,-250.0,Philadelphia Phillies,Cincinnati Reds,Bovada,-108.22834161333853,9.65212140907914
CIN,4.405995227429899,0.4136134097242763,141.77165838666156,CIN,205.0,Philadelphia Phillies,Cincinnati Reds,Bovada,63.22834161333844,9.65212140907914
BAL,4.132276161636358,0.4499154418976614,122.26398715771612,,,,,,-22.263987157716116,8.70145982268702
CHW,4.569183661050663,0.5500845581023386,-122.26398715771612,,,,,,22.263987157716116,8.70145982268702
TBR,3.686937832351245,0.4994121192683185,100.23542910113706,TBR,-265.0,Tampa Bay Rays,Los Angeles Angels,Bovada,-165.23542910113707,7.378213175561703
LAA,3.6912753432104575,0.5005878807316816,-100.2354291011371,LAA,215.0,Tampa Bay Rays,Los Angeles Angels,Bovada,115.2354291011371,7.378213175561703
BOS,4.295807262110068,0.3344641372780232,198.98571731436493,BOS,126.0,Boston Red Sox,Toronto Blue Jays,Bovada,-72.98571731436493,10.355571675432127
TOR,6.0597644133220605,0.6655358627219767,-198.9857173143649,TOR,-150.0,Boston Red Sox,Toronto Blue Jays,Bovada,48.985717314364905,10.355571675432127
CHC,4.197585522523808,0.3947993061688561,153.29325162803065,CHC,180.0,Chicago Cubs,St. Louis Cardinals,Bovada,26.706748371969354,9.394685500689102
STL,5.197099978165293,0.6052006938311437,-153.2932516280306,STL,-220.0,Chicago Cubs,St. Louis Cardinals,Bovada,-66.70674837196941,9.394685500689102
KCR,3.7888897383665343,0.4875323604086905,105.11458955498176,KCR,108.0,Kansas City Royals,Arizona Diamondbacks,Bovada,2.8854104450182376,7.67346434030757
ARI,3.884574601941035,0.5124676395913095,-105.11458955498176,ARI,-130.0,Kansas City Royals,Arizona Diamondbacks,Bovada,-24.885410445018238,7.67346434030757
HOU,4.761647682020644,0.5040496487692481,-101.6330863600352,HOU,-230.0,Houston Astros,Minnesota Twins,Bovada,-128.36691363996482,9.484884284134786
MIN,4.723236602114141,0.4959503512307519,101.6330863600352,MIN,190.0,Houston Astros,Minnesota Twins,Bovada,88.3669136399648,9.484884284134786
LAD,5.286429326978796,0.6411562052850511,-178.67278596648438,LAD,-250.0,Los Angeles Dodgers,Milwaukee Brewers,Bovada,-71.32721403351562,9.241308556873731
MIL,3.954879229894935,0.3588437947149489,178.6727859664843,MIL,205.0,Los Angeles Dodgers,Milwaukee Brewers,Bovada,26.327214033515702,9.241308556873731
