name,price,point,home_team,away_team,bookmakers.title
Chicago Cubs,-130,,Chicago Cubs,Colorado Rockies,William Hill (US)
Colorado Rockies,110,,Chicago Cubs,Colorado Rockies,William Hill (US)
Chicago Cubs,-139,,Chicago Cubs,Colorado Rockies,FOX Bet
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,FOX Bet
Chicago Cubs,-130,,Chicago Cubs,Colorado Rockies,DraftKings
Colorado Rockies,110,,Chicago Cubs,Colorado Rockies,DraftKings
Chicago Cubs,-132,,Chicago Cubs,Colorado Rockies,FanDuel
Colorado Rockies,112,,Chicago Cubs,Colorado Rockies,FanDuel
Chicago Cubs,-125,,Chicago Cubs,Colorado Rockies,BetOnline.ag
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,BetOnline.ag
Chicago Cubs,-125,,Chicago Cubs,Colorado Rockies,LowVig.ag
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,LowVig.ag
Chicago Cubs,-130,,Chicago Cubs,Colorado Rockies,Bovada
Colorado Rockies,108,,Chicago Cubs,Colorado Rockies,Bovada
Chicago Cubs,-134,,Chicago Cubs,Colorado Rockies,Circa Sports
Colorado Rockies,113,,Chicago Cubs,Colorado Rockies,Circa Sports
Chicago Cubs,-125,,Chicago Cubs,Colorado Rockies,BetUS
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,BetUS
Chicago Cubs,-128,,Chicago Cubs,Colorado Rockies,WynnBET
Colorado Rockies,119,,Chicago Cubs,Colorado Rockies,WynnBET
Chicago Cubs,-130,,Chicago Cubs,Colorado Rockies,BetMGM
Colorado Rockies,105,,Chicago Cubs,Colorado Rockies,BetMGM
Chicago Cubs,-127,,Chicago Cubs,Colorado Rockies,BetRivers
Colorado Rockies,112,,Chicago Cubs,Colorado Rockies,BetRivers
Chicago Cubs,-127,,Chicago Cubs,Colorado Rockies,SugarHouse
Colorado Rockies,112,,Chicago Cubs,Colorado Rockies,SugarHouse
Chicago Cubs,-128,,Chicago Cubs,Colorado Rockies,Unibet
Colorado Rockies,110,,Chicago Cubs,Colorado Rockies,Unibet
Chicago Cubs,-129,,Chicago Cubs,Colorado Rockies,Barstool Sportsbook
Colorado Rockies,110,,Chicago Cubs,Colorado Rockies,Barstool Sportsbook
Chicago Cubs,-129,,Chicago Cubs,Colorado Rockies,TwinSpires
Colorado Rockies,110,,Chicago Cubs,Colorado Rockies,TwinSpires
Chicago Cubs,-123,,Chicago Cubs,Colorado Rockies,Betfair
Colorado Rockies,118,,Chicago Cubs,Colorado Rockies,Betfair
Chicago Cubs,-120,,Chicago Cubs,Colorado Rockies,Betfair
Colorado Rockies,122,,Chicago Cubs,Colorado Rockies,Betfair
Chicago Cubs,-126,,Chicago Cubs,Colorado Rockies,Intertops
Colorado Rockies,116,,Chicago Cubs,Colorado Rockies,Intertops
Chicago Cubs,-125,,Chicago Cubs,Colorado Rockies,GTbets
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,GTbets
Chicago Cubs,-125,,Chicago Cubs,Colorado Rockies,SuperBook
Colorado Rockies,115,,Chicago Cubs,Colorado Rockies,SuperBook
Miami Marlins,-132,,Washington Nationals,Miami Marlins,FanDuel
Washington Nationals,112,,Washington Nationals,Miami Marlins,FanDuel
Miami Marlins,-139,,Washington Nationals,Miami Marlins,FOX Bet
Washington Nationals,115,,Washington Nationals,Miami Marlins,FOX Bet
Miami Marlins,-130,,Washington Nationals,Miami Marlins,DraftKings
Washington Nationals,110,,Washington Nationals,Miami Marlins,DraftKings
Miami Marlins,-137,,Washington Nationals,Miami Marlins,TwinSpires
Washington Nationals,112,,Washington Nationals,Miami Marlins,TwinSpires
Miami Marlins,-129,,Washington Nationals,Miami Marlins,SugarHouse
Washington Nationals,112,,Washington Nationals,Miami Marlins,SugarHouse
Miami Marlins,-137,,Washington Nationals,Miami Marlins,Unibet
Washington Nationals,112,,Washington Nationals,Miami Marlins,Unibet
Miami Marlins,-129,,Washington Nationals,Miami Marlins,BetRivers
Washington Nationals,112,,Washington Nationals,Miami Marlins,BetRivers
Miami Marlins,-129,,Washington Nationals,Miami Marlins,Barstool Sportsbook
Washington Nationals,112,,Washington Nationals,Miami Marlins,Barstool Sportsbook
Miami Marlins,-121,,Washington Nationals,Miami Marlins,Circa Sports
Washington Nationals,102,,Washington Nationals,Miami Marlins,Circa Sports
Miami Marlins,-122,,Washington Nationals,Miami Marlins,Betfair
Washington Nationals,118,,Washington Nationals,Miami Marlins,Betfair
Miami Marlins,-118,,Washington Nationals,Miami Marlins,Betfair
Washington Nationals,122,,Washington Nationals,Miami Marlins,Betfair
Miami Marlins,-130,,Washington Nationals,Miami Marlins,William Hill (US)
Washington Nationals,110,,Washington Nationals,Miami Marlins,William Hill (US)
Miami Marlins,-125,,Washington Nationals,Miami Marlins,BetUS
Washington Nationals,115,,Washington Nationals,Miami Marlins,BetUS
Miami Marlins,-125,,Washington Nationals,Miami Marlins,LowVig.ag
Washington Nationals,115,,Washington Nationals,Miami Marlins,LowVig.ag
Miami Marlins,-125,,Washington Nationals,Miami Marlins,BetOnline.ag
Washington Nationals,115,,Washington Nationals,Miami Marlins,BetOnline.ag
Miami Marlins,-128,,Washington Nationals,Miami Marlins,Bovada
Washington Nationals,107,,Washington Nationals,Miami Marlins,Bovada
Miami Marlins,-125,,Washington Nationals,Miami Marlins,GTbets
Washington Nationals,115,,Washington Nationals,Miami Marlins,GTbets
Miami Marlins,-125,,Washington Nationals,Miami Marlins,BetMGM
Washington Nationals,105,,Washington Nationals,Miami Marlins,BetMGM
Miami Marlins,-124,,Washington Nationals,Miami Marlins,SuperBook
Washington Nationals,114,,Washington Nationals,Miami Marlins,SuperBook
Miami Marlins,-120,,Washington Nationals,Miami Marlins,WynnBET
Washington Nationals,110,,Washington Nationals,Miami Marlins,WynnBET
Miami Marlins,-125,,Washington Nationals,Miami Marlins,Intertops
Washington Nationals,115,,Washington Nationals,Miami Marlins,Intertops
Baltimore Orioles,135,,Toronto Blue Jays,Baltimore Orioles,Unibet
Toronto Blue Jays,-161,,Toronto Blue Jays,Baltimore Orioles,Unibet
Baltimore Orioles,130,,Toronto Blue Jays,Baltimore Orioles,FanDuel
Toronto Blue Jays,-154,,Toronto Blue Jays,Baltimore Orioles,FanDuel
Baltimore Orioles,140,,Toronto Blue Jays,Baltimore Orioles,FOX Bet
Toronto Blue Jays,-167,,Toronto Blue Jays,Baltimore Orioles,FOX Bet
Baltimore Orioles,141,,Toronto Blue Jays,Baltimore Orioles,Circa Sports
Toronto Blue Jays,-167,,Toronto Blue Jays,Baltimore Orioles,Circa Sports
Baltimore Orioles,145,,Toronto Blue Jays,Baltimore Orioles,SuperBook
Toronto Blue Jays,-155,,Toronto Blue Jays,Baltimore Orioles,SuperBook
Baltimore Orioles,135,,Toronto Blue Jays,Baltimore Orioles,TwinSpires
Toronto Blue Jays,-162,,Toronto Blue Jays,Baltimore Orioles,TwinSpires
Baltimore Orioles,140,,Toronto Blue Jays,Baltimore Orioles,Intertops
Toronto Blue Jays,-155,,Toronto Blue Jays,Baltimore Orioles,Intertops
Baltimore Orioles,140,,Toronto Blue Jays,Baltimore Orioles,DraftKings
Toronto Blue Jays,-165,,Toronto Blue Jays,Baltimore Orioles,DraftKings
Baltimore Orioles,140,,Toronto Blue Jays,Baltimore Orioles,William Hill (US)
Toronto Blue Jays,-165,,Toronto Blue Jays,Baltimore Orioles,William Hill (US)
Baltimore Orioles,138,,Toronto Blue Jays,Baltimore Orioles,SugarHouse
Toronto Blue Jays,-157,,Toronto Blue Jays,Baltimore Orioles,SugarHouse
Baltimore Orioles,138,,Toronto Blue Jays,Baltimore Orioles,BetRivers
Toronto Blue Jays,-157,,Toronto Blue Jays,Baltimore Orioles,BetRivers
Baltimore Orioles,135,,Toronto Blue Jays,Baltimore Orioles,Barstool Sportsbook
Toronto Blue Jays,-159,,Toronto Blue Jays,Baltimore Orioles,Barstool Sportsbook
Baltimore Orioles,139,,Toronto Blue Jays,Baltimore Orioles,Bovada
Toronto Blue Jays,-165,,Toronto Blue Jays,Baltimore Orioles,Bovada
Baltimore Orioles,135,,Toronto Blue Jays,Baltimore Orioles,BetMGM
Toronto Blue Jays,-160,,Toronto Blue Jays,Baltimore Orioles,BetMGM
Baltimore Orioles,146,,Toronto Blue Jays,Baltimore Orioles,Betfair
Toronto Blue Jays,-152,,Toronto Blue Jays,Baltimore Orioles,Betfair
Baltimore Orioles,152,,Toronto Blue Jays,Baltimore Orioles,Betfair
Toronto Blue Jays,-145,,Toronto Blue Jays,Baltimore Orioles,Betfair
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,FanDuel
Kansas City Royals,176,,Boston Red Sox,Kansas City Royals,FanDuel
Boston Red Sox,-200,,Boston Red Sox,Kansas City Royals,BetOnline.ag
Kansas City Royals,183,,Boston Red Sox,Kansas City Royals,BetOnline.ag
Boston Red Sox,-199,,Boston Red Sox,Kansas City Royals,LowVig.ag
Kansas City Royals,183,,Boston Red Sox,Kansas City Royals,LowVig.ag
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,William Hill (US)
Kansas City Royals,175,,Boston Red Sox,Kansas City Royals,William Hill (US)
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,Bovada
Kansas City Royals,170,,Boston Red Sox,Kansas City Royals,Bovada
Boston Red Sox,-213,,Boston Red Sox,Kansas City Royals,FOX Bet
Kansas City Royals,175,,Boston Red Sox,Kansas City Royals,FOX Bet
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,DraftKings
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,DraftKings
Boston Red Sox,-204,,Boston Red Sox,Kansas City Royals,WynnBET
Kansas City Royals,185,,Boston Red Sox,Kansas City Royals,WynnBET
Boston Red Sox,-223,,Boston Red Sox,Kansas City Royals,Circa Sports
Kansas City Royals,186,,Boston Red Sox,Kansas City Royals,Circa Sports
Boston Red Sox,-200,,Boston Red Sox,Kansas City Royals,BetUS
Kansas City Royals,170,,Boston Red Sox,Kansas City Royals,BetUS
Boston Red Sox,-200,,Boston Red Sox,Kansas City Royals,BetMGM
Kansas City Royals,165,,Boston Red Sox,Kansas City Royals,BetMGM
Boston Red Sox,-199,,Boston Red Sox,Kansas City Royals,GTbets
Kansas City Royals,179,,Boston Red Sox,Kansas City Royals,GTbets
Boston Red Sox,-200,,Boston Red Sox,Kansas City Royals,SuperBook
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,SuperBook
Boston Red Sox,-225,,Boston Red Sox,Kansas City Royals,TwinSpires
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,TwinSpires
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,BetRivers
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,BetRivers
Boston Red Sox,-210,,Boston Red Sox,Kansas City Royals,SugarHouse
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,SugarHouse
Boston Red Sox,-225,,Boston Red Sox,Kansas City Royals,Barstool Sportsbook
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,Barstool Sportsbook
Boston Red Sox,-222,,Boston Red Sox,Kansas City Royals,Unibet
Kansas City Royals,180,,Boston Red Sox,Kansas City Royals,Unibet
Boston Red Sox,-196,,Boston Red Sox,Kansas City Royals,Betfair
Kansas City Royals,186,,Boston Red Sox,Kansas City Royals,Betfair
Boston Red Sox,-189,,Boston Red Sox,Kansas City Royals,Betfair
Kansas City Royals,194,,Boston Red Sox,Kansas City Royals,Betfair
Boston Red Sox,-200,,Boston Red Sox,Kansas City Royals,Intertops
Kansas City Royals,175,,Boston Red Sox,Kansas City Royals,Intertops
Chicago White Sox,-161,,Detroit Tigers,Chicago White Sox,FOX Bet
Detroit Tigers,135,,Detroit Tigers,Chicago White Sox,FOX Bet
Chicago White Sox,-150,,Detroit Tigers,Chicago White Sox,DraftKings
Detroit Tigers,130,,Detroit Tigers,Chicago White Sox,DraftKings
Chicago White Sox,-158,,Detroit Tigers,Chicago White Sox,Bovada
Detroit Tigers,132,,Detroit Tigers,Chicago White Sox,Bovada
Chicago White Sox,-148,,Detroit Tigers,Chicago White Sox,LowVig.ag
Detroit Tigers,137,,Detroit Tigers,Chicago White Sox,LowVig.ag
Chicago White Sox,-156,,Detroit Tigers,Chicago White Sox,FanDuel
Detroit Tigers,132,,Detroit Tigers,Chicago White Sox,FanDuel
Chicago White Sox,-149,,Detroit Tigers,Chicago White Sox,BetOnline.ag
Detroit Tigers,137,,Detroit Tigers,Chicago White Sox,BetOnline.ag
Chicago White Sox,-147,,Detroit Tigers,Chicago White Sox,WynnBET
Detroit Tigers,137,,Detroit Tigers,Chicago White Sox,WynnBET
Chicago White Sox,-155,,Detroit Tigers,Chicago White Sox,William Hill (US)
Detroit Tigers,130,,Detroit Tigers,Chicago White Sox,William Hill (US)
Chicago White Sox,-149,,Detroit Tigers,Chicago White Sox,BetUS
Detroit Tigers,134,,Detroit Tigers,Chicago White Sox,BetUS
Chicago White Sox,-167,,Detroit Tigers,Chicago White Sox,Circa Sports
Detroit Tigers,141,,Detroit Tigers,Chicago White Sox,Circa Sports
Chicago White Sox,-155,,Detroit Tigers,Chicago White Sox,BetMGM
Detroit Tigers,125,,Detroit Tigers,Chicago White Sox,BetMGM
Chicago White Sox,-148,,Detroit Tigers,Chicago White Sox,GTbets
Detroit Tigers,136,,Detroit Tigers,Chicago White Sox,GTbets
Chicago White Sox,-150,,Detroit Tigers,Chicago White Sox,SuperBook
Detroit Tigers,140,,Detroit Tigers,Chicago White Sox,SuperBook
Chicago White Sox,-157,,Detroit Tigers,Chicago White Sox,TwinSpires
