team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
ATL,4.513507322811017,0.5216146783881976,-109.0365140449428,ATL,-260,Atlanta Braves,Washington Nationals,Bovada,-150.9634859550572,8.8359393473323
WSN,4.322432024521283,0.4783853216118022,109.03651404494283,WSN,210,Atlanta Braves,Washington Nationals,Bovada,100.96348595505717,8.8359393473323
MIL,4.433499314401278,0.4343831836692809,130.21149013018731,MIL,111,Milwaukee Brewers,New York Mets,Bovada,-19.211490130187315,9.492576438218892
NYM,5.059077123817614,0.565616816330719,-130.21149013018726,NYM,-133,Milwaukee Brewers,New York Mets,Bovada,-2.788509869812742,9.492576438218892
CIN,4.568663084914624,0.4279578551686134,133.6678689087281,CIN,139,Cincinnati Reds,Boston Red Sox,Bovada,5.33213109127189,9.850714743698418
BOS,5.282051658783795,0.5720421448313865,-133.66786890872802,BOS,-165,Cincinnati Reds,Boston Red Sox,Bovada,-31.332131091271975,9.850714743698418
TBR,4.013529835953051,0.4359129785551513,129.40358493443685,TBR,105,Tampa Bay Rays,Houston Astros,Bovada,-24.40358493443685,8.57914865635459
HOU,4.565618820401539,0.5640870214448488,-129.40358493443688,HOU,-125,Tampa Bay Rays,Houston Astros,Bovada,4.4035849344368785,8.57914865635459
MIA,3.597334959725134,0.3879107484842258,157.79125840352023,MIA,-115,Miami Marlins,Chicago Cubs,Bovada,-72.79125840352023,8.116126927928708
CHC,4.518791968203573,0.6120892515157742,-157.79125840352023,CHC,-105,Miami Marlins,Chicago Cubs,Bovada,52.79125840352023,8.116126927928708
PHI,4.073629041279722,0.4159628533923242,140.40608238082947,PHI,-115,Philadelphia Phillies,Toronto Blue Jays,Bovada,-55.406082380829474,8.90059725584949
TOR,4.826968214569768,0.5840371466076758,-140.40608238082953,TOR,-105,Philadelphia Phillies,Toronto Blue Jays,Bovada,35.40608238082953,8.90059725584949
BAL,4.046196500249709,0.5781446345417965,-137.0480695235054,BAL,-155,Baltimore Orioles,Detroit Tigers,Bovada,-17.951930476494596,7.502489159134616
DET,3.456292658884907,0.4218553654582034,137.0480695235054,DET,130,Baltimore Orioles,Detroit Tigers,Bovada,-7.048069523505404,7.502489159134616
NYY,4.522952439374231,0.6178192828334127,-161.65631992472132,NYY,-270,New York Yankees,Pittsburgh Pirates,Bovada,-108.34368007527868,8.080294907127172
PIT,3.557342467752941,0.3821807171665873,161.65631992472126,PIT,220,New York Yankees,Pittsburgh Pirates,Bovada,58.34368007527874,8.080294907127172
TEX,4.922126789947014,0.577491822174926,-136.68180936701728,TEX,-145,Texas Rangers,Los Angeles Angels,Bovada,-8.31819063298272,9.132275507499383
LAA,4.210148717552369,0.4225081778250739,136.68180936701734,LAA,122,Texas Rangers,Los Angeles Angels,Bovada,-14.681809367017337,9.132275507499383
KCR,3.87940997646012,0.4323585418379645,131.28952090294797,KCR,113,Kansas City Royals,Minnesota Twins,Bovada,-18.28952090294797,8.324501526992886
MIN,4.445091550532767,0.5676414581620354,-131.2895209029479,MIN,-135,Kansas City Royals,Minnesota Twins,Bovada,-3.7104790970520867,8.324501526992886
CHW,4.262912860202754,0.5242753114424893,-110.20561346777976,CHW,-135,Chicago White Sox,Cleveland Guardians,Bovada,-24.794386532220244,8.323647375898679
CLE,4.060734515695924,0.4757246885575106,110.2056134677798,CLE,113,Chicago White Sox,Cleveland Guardians,Bovada,2.7943865322202015,8.323647375898679
COL,4.271102332680511,0.4985154753013268,100.5955781805072,COL,113,Colorado Rockies,San Francisco Giants,Bovada,12.404421819492796,8.55490466061298
SFG,4.283802327932469,0.5014845246986733,-100.59557818050725,SFG,-135,Colorado Rockies,San Francisco Giants,Bovada,-34.404421819492754,8.55490466061298
OAK,3.1723672889257086,0.3252475641633298,207.45810581930417,OAK,170,Oakland Athletics,Seattle Mariners,Bovada,-37.458105819304166,7.741656708898303
SEA,4.569289419972594,0.6747524358366702,-207.45810581930425,SEA,-210,Oakland Athletics,Seattle Mariners,Bovada,-2.541894180695749,7.741656708898303
SDP,4.101902139668776,0.4059809874557348,146.3169534777864,SDP,-135,San Diego Padres,St. Louis Cardinals,Bovada,-81.3169534777864,9.06362633863813
STL,4.961724198969354,0.5940190125442653,-146.3169534777864,STL,113,San Diego Padres,St. Louis Cardinals,Bovada,59.3169534777864,9.06362633863813
LAD,5.081577221471138,0.5678659737573137,-131.409687567255,LAD,-300,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,-168.590312432745,9.514445619825892
ARI,4.4328683983547545,0.4321340262426861,131.40968756725505,ARI,240,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,108.59031243274495,9.514445619825892
