name,price,point,home_team,away_team,bookmakers.title
New York Yankees,-390,,New York Yankees,Toronto Blue Jays,DraftKings
Toronto Blue Jays,295,,New York Yankees,Toronto Blue Jays,DraftKings
New York Yankees,-350,,New York Yankees,Toronto Blue Jays,Bovada
Toronto Blue Jays,250,,New York Yankees,Toronto Blue Jays,Bovada
New York Yankees,-303,,New York Yankees,Toronto Blue Jays,FOX Bet
Toronto Blue Jays,205,,New York Yankees,Toronto Blue Jays,FOX Bet
New York Yankees,-450,,New York Yankees,Toronto Blue Jays,FanDuel
Toronto Blue Jays,300,,New York Yankees,Toronto Blue Jays,FanDuel
New York Yankees,-387,,New York Yankees,Toronto Blue Jays,GTbets
Toronto Blue Jays,267,,New York Yankees,Toronto Blue Jays,GTbets
New York Yankees,-400,,New York Yankees,Toronto Blue Jays,Circa Sports
Toronto Blue Jays,318,,New York Yankees,Toronto Blue Jays,Circa Sports
New York Yankees,-375,,New York Yankees,Toronto Blue Jays,BetMGM
Toronto Blue Jays,275,,New York Yankees,Toronto Blue Jays,BetMGM
New York Yankees,-386,,New York Yankees,Toronto Blue Jays,PointsBet (US)
Toronto Blue Jays,265,,New York Yankees,Toronto Blue Jays,PointsBet (US)
New York Yankees,-417,,New York Yankees,Toronto Blue Jays,Unibet
Toronto Blue Jays,310,,New York Yankees,Toronto Blue Jays,Unibet
New York Yankees,-420,,New York Yankees,Toronto Blue Jays,Barstool Sportsbook
Toronto Blue Jays,310,,New York Yankees,Toronto Blue Jays,Barstool Sportsbook
New York Yankees,-420,,New York Yankees,Toronto Blue Jays,SugarHouse
Toronto Blue Jays,310,,New York Yankees,Toronto Blue Jays,SugarHouse
New York Yankees,-420,,New York Yankees,Toronto Blue Jays,TwinSpires
Toronto Blue Jays,310,,New York Yankees,Toronto Blue Jays,TwinSpires
New York Yankees,-400,,New York Yankees,Toronto Blue Jays,Betfair
Toronto Blue Jays,290,,New York Yankees,Toronto Blue Jays,Betfair
New York Yankees,-286,,New York Yankees,Toronto Blue Jays,Betfair
Toronto Blue Jays,400,,New York Yankees,Toronto Blue Jays,Betfair
New York Yankees,-238,,New York Yankees,Toronto Blue Jays,MyBookie.ag
Toronto Blue Jays,182,,New York Yankees,Toronto Blue Jays,MyBookie.ag
Atlanta Braves,-150,,Atlanta Braves,Houston Astros,DraftKings
Houston Astros,120,,Atlanta Braves,Houston Astros,DraftKings
Atlanta Braves,-200,,Atlanta Braves,Houston Astros,FOX Bet
Houston Astros,140,,Atlanta Braves,Houston Astros,FOX Bet
Atlanta Braves,-148,,Atlanta Braves,Houston Astros,FanDuel
Houston Astros,116,,Atlanta Braves,Houston Astros,FanDuel
Atlanta Braves,-165,,Atlanta Braves,Houston Astros,Bovada
Houston Astros,125,,Atlanta Braves,Houston Astros,Bovada
Atlanta Braves,-164,,Atlanta Braves,Houston Astros,GTbets
Houston Astros,128,,Atlanta Braves,Houston Astros,GTbets
Atlanta Braves,-182,,Atlanta Braves,Houston Astros,Circa Sports
Houston Astros,153,,Atlanta Braves,Houston Astros,Circa Sports
Atlanta Braves,-185,,Atlanta Braves,Houston Astros,BetMGM
Houston Astros,140,,Atlanta Braves,Houston Astros,BetMGM
Atlanta Braves,-155,,Atlanta Braves,Houston Astros,PointsBet (US)
Houston Astros,120,,Atlanta Braves,Houston Astros,PointsBet (US)
Atlanta Braves,-164,,Atlanta Braves,Houston Astros,Unibet
Houston Astros,130,,Atlanta Braves,Houston Astros,Unibet
Atlanta Braves,-165,,Atlanta Braves,Houston Astros,Barstool Sportsbook
Houston Astros,130,,Atlanta Braves,Houston Astros,Barstool Sportsbook
Atlanta Braves,-165,,Atlanta Braves,Houston Astros,SugarHouse
Houston Astros,130,,Atlanta Braves,Houston Astros,SugarHouse
Atlanta Braves,-165,,Atlanta Braves,Houston Astros,TwinSpires
Houston Astros,130,,Atlanta Braves,Houston Astros,TwinSpires
Atlanta Braves,-200,,Atlanta Braves,Houston Astros,Betfair
Houston Astros,142,,Atlanta Braves,Houston Astros,Betfair
Atlanta Braves,-141,,Atlanta Braves,Houston Astros,Betfair
Houston Astros,200,,Atlanta Braves,Houston Astros,Betfair
New York Mets,400,,Philadelphia Phillies,New York Mets,FanDuel
Philadelphia Phillies,-650,,Philadelphia Phillies,New York Mets,FanDuel
New York Mets,350,,Philadelphia Phillies,New York Mets,FOX Bet
Philadelphia Phillies,-667,,Philadelphia Phillies,New York Mets,FOX Bet
New York Mets,390,,Philadelphia Phillies,New York Mets,Circa Sports
Philadelphia Phillies,-527,,Philadelphia Phillies,New York Mets,Circa Sports
New York Mets,380,,Philadelphia Phillies,New York Mets,Betfair
Philadelphia Phillies,-625,,Philadelphia Phillies,New York Mets,Betfair
New York Mets,640,,Philadelphia Phillies,New York Mets,Betfair
Philadelphia Phillies,-370,,Philadelphia Phillies,New York Mets,Betfair
New York Mets,420,,Philadelphia Phillies,New York Mets,SugarHouse
Philadelphia Phillies,-625,,Philadelphia Phillies,New York Mets,SugarHouse
New York Mets,420,,Philadelphia Phillies,New York Mets,Barstool Sportsbook
Philadelphia Phillies,-625,,Philadelphia Phillies,New York Mets,Barstool Sportsbook
New York Mets,420,,Philadelphia Phillies,New York Mets,TwinSpires
Philadelphia Phillies,-625,,Philadelphia Phillies,New York Mets,TwinSpires
New York Mets,420,,Philadelphia Phillies,New York Mets,Unibet
Philadelphia Phillies,-625,,Philadelphia Phillies,New York Mets,Unibet
New York Mets,430,,Philadelphia Phillies,New York Mets,PointsBet (US)
Philadelphia Phillies,-746,,Philadelphia Phillies,New York Mets,PointsBet (US)
New York Mets,350,,Philadelphia Phillies,New York Mets,Bovada
Philadelphia Phillies,-550,,Philadelphia Phillies,New York Mets,Bovada
New York Mets,400,,Philadelphia Phillies,New York Mets,DraftKings
Philadelphia Phillies,-550,,Philadelphia Phillies,New York Mets,DraftKings
New York Mets,350,,Philadelphia Phillies,New York Mets,BetMGM
Philadelphia Phillies,-550,,Philadelphia Phillies,New York Mets,BetMGM
New York Mets,419,,Philadelphia Phillies,New York Mets,GTbets
Philadelphia Phillies,-653,,Philadelphia Phillies,New York Mets,GTbets
Cincinnati Reds,-2500,,Pittsburgh Pirates,Cincinnati Reds,DraftKings
Pittsburgh Pirates,1100,,Pittsburgh Pirates,Cincinnati Reds,DraftKings
Cincinnati Reds,-5000,,Pittsburgh Pirates,Cincinnati Reds,FOX Bet
Pittsburgh Pirates,900,,Pittsburgh Pirates,Cincinnati Reds,FOX Bet
Cincinnati Reds,-550,,Pittsburgh Pirates,Cincinnati Reds,FanDuel
Pittsburgh Pirates,340,,Pittsburgh Pirates,Cincinnati Reds,FanDuel
Cincinnati Reds,-400,,Pittsburgh Pirates,Cincinnati Reds,Bovada
Pittsburgh Pirates,275,,Pittsburgh Pirates,Cincinnati Reds,Bovada
Cincinnati Reds,-1233,,Pittsburgh Pirates,Cincinnati Reds,GTbets
Pittsburgh Pirates,616,,Pittsburgh Pirates,Cincinnati Reds,GTbets
Cincinnati Reds,-540,,Pittsburgh Pirates,Cincinnati Reds,PointsBet (US)
Pittsburgh Pirates,340,,Pittsburgh Pirates,Cincinnati Reds,PointsBet (US)
Cincinnati Reds,-400,,Pittsburgh Pirates,Cincinnati Reds,BetMGM
Pittsburgh Pirates,290,,Pittsburgh Pirates,Cincinnati Reds,BetMGM
Cincinnati Reds,-455,,Pittsburgh Pirates,Cincinnati Reds,Unibet
Pittsburgh Pirates,325,,Pittsburgh Pirates,Cincinnati Reds,Unibet
Cincinnati Reds,-455,,Pittsburgh Pirates,Cincinnati Reds,Barstool Sportsbook
Pittsburgh Pirates,325,,Pittsburgh Pirates,Cincinnati Reds,Barstool Sportsbook
Cincinnati Reds,-455,,Pittsburgh Pirates,Cincinnati Reds,SugarHouse
Pittsburgh Pirates,325,,Pittsburgh Pirates,Cincinnati Reds,SugarHouse
Cincinnati Reds,-455,,Pittsburgh Pirates,Cincinnati Reds,TwinSpires
Pittsburgh Pirates,325,,Pittsburgh Pirates,Cincinnati Reds,TwinSpires
Cincinnati Reds,-10000,,Pittsburgh Pirates,Cincinnati Reds,Betfair
Pittsburgh Pirates,-10000,,Pittsburgh Pirates,Cincinnati Reds,Betfair
Cincinnati Reds,-1250,,Pittsburgh Pirates,Cincinnati Reds,Betfair
Pittsburgh Pirates,99900,,Pittsburgh Pirates,Cincinnati Reds,Betfair
Detroit Tigers,-3000,,Detroit Tigers,Los Angeles Angels,DraftKings
Los Angeles Angels,1200,,Detroit Tigers,Los Angeles Angels,DraftKings
Detroit Tigers,-2000,,Detroit Tigers,Los Angeles Angels,FOX Bet
Los Angeles Angels,700,,Detroit Tigers,Los Angeles Angels,FOX Bet
Detroit Tigers,-1013,,Detroit Tigers,Los Angeles Angels,GTbets
Los Angeles Angels,568,,Detroit Tigers,Los Angeles Angels,GTbets
