team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
NYM,4.839121043319825,0.5604571836533926,-127.5091214803148,,,,,,27.509121480314803,9.12456538242172
TEX,4.282820834697981,0.4820361033988252,107.45334072469336,TEX,110.0,Texas Rangers,Los Angeles Angels,Bovada,2.546659275306638,8.722380201557742
LAA,4.439559366859761,0.5179638966011748,-107.45334072469336,LAA,-132.0,Texas Rangers,Los Angeles Angels,Bovada,-24.546659275306638,8.722380201557742
KCR,3.892900315667936,0.4288046228471601,133.2064410500613,KCR,-110.0,Kansas City Royals,Minnesota Twins,Bovada,-43.2064410500613,8.385894905012451
MIN,4.492994589344515,0.5711953771528399,-133.20644105006124,MIN,-110.0,Kansas City Royals,Minnesota Twins,Bovada,23.206441050061244,8.385894905012451
CHW,4.6734543701342295,0.5510622651618535,-122.74803884786508,CHW,-172.0,Chicago White Sox,Cleveland Guardians,Bovada,-49.251961152134925,8.891688931726154
CLE,4.218234561591926,0.4489377348381464,122.74803884786508,CLE,142.0,Chicago White Sox,Cleveland Guardians,Bovada,19.251961152134925,8.891688931726154
COL,4.16944858143418,0.4899672084713434,104.0952910134366,COL,-115.0,Colorado Rockies,San Francisco Giants,Bovada,-19.095291013436594,8.423416048306152
SFG,4.2539674668719725,0.5100327915286565,-104.0952910134366,SFG,-105.0,Colorado Rockies,San Francisco Giants,Bovada,-0.9047089865634064,8.423416048306152
OAK,3.189481074443524,0.3642253214855839,174.55532084404518,OAK,175.0,Oakland Athletics,Seattle Mariners,Bovada,0.444679155954816,7.403403877819858
SEA,4.213922803376334,0.6357746785144162,-174.55532084404527,SEA,-215.0,Oakland Athletics,Seattle Mariners,Bovada,-40.44467915595473,7.403403877819858
SDP,4.105999297285237,0.400904210806806,149.43614286004484,SDP,-110.0,San Diego Padres,St. Louis Cardinals,Bovada,-59.43614286004484,9.125340227185383
STL,5.019340929900146,0.599095789193194,-149.43614286004484,STL,-110.0,San Diego Padres,St. Louis Cardinals,Bovada,39.43614286004484,9.125340227185383
LAD,4.608397551801518,0.5564132603820705,-125.43505264862536,LAD,-210.0,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,-84.56494735137464,9.216795103603037
LAD,4.608397551801518,0.5564132603820705,-125.43505264862536,LAD,-290.0,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,-164.56494735137466,9.216795103603037
ARI,4.114721814329115,0.4435867396179295,125.43505264862532,ARI,170.0,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,44.564947351374684,8.22944362865823
ARI,4.114721814329115,0.4435867396179295,125.43505264862532,ARI,230.0,Los Angeles Dodgers,Arizona Diamondbacks,Bovada,104.56494735137468,8.22944362865823
