team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
BAL,3.4515275348223224,0.3074291557584784,225.27819215221632,BAL,144.0,Baltimore Orioles,Toronto Blue Jays,Bovada,-81.27819215221632,6.903055069644645
BAL,3.4515275348223224,0.3074291557584784,225.27819215221632,BAL,113.0,Baltimore Orioles,Toronto Blue Jays,Bovada,-112.27819215221632,6.903055069644645
TOR,5.180490939767876,0.6925708442415216,-225.2781921522164,TOR,-175.0,Baltimore Orioles,Toronto Blue Jays,Bovada,50.278192152216405,10.360981879535752
TOR,5.180490939767876,0.6925708442415216,-225.2781921522164,TOR,-135.0,Baltimore Orioles,Toronto Blue Jays,Bovada,90.2781921522164,10.360981879535752
BAL,4.001617788326886,0.3912131735784526,155.61511409570753,BAL,144.0,Baltimore Orioles,Toronto Blue Jays,Bovada,-11.615114095707526,8.003235576653772
BAL,4.001617788326886,0.3912131735784526,155.61511409570753,BAL,113.0,Baltimore Orioles,Toronto Blue Jays,Bovada,-42.615114095707526,8.003235576653772
TOR,4.991849608445596,0.6087868264215475,-155.61511409570758,TOR,-175.0,Baltimore Orioles,Toronto Blue Jays,Bovada,-19.384885904292418,9.983699216891193
TOR,4.991849608445596,0.6087868264215475,-155.61511409570758,TOR,-135.0,Baltimore Orioles,Toronto Blue Jays,Bovada,20.615114095707582,9.983699216891193
NYY,5.001798493056044,0.555843244256196,-125.14573674002934,NYY,-165.0,New York Yankees,Minnesota Twins,Bovada,-39.854263259970665,9.472937391583281
MIN,4.471138898527237,0.444156755743804,125.14573674002934,MIN,139.0,New York Yankees,Minnesota Twins,Bovada,13.854263259970665,9.472937391583281
TBR,3.9635485767297016,0.4383101539499746,128.14894681042054,TBR,-108.0,Tampa Bay Rays,Boston Red Sox,Bovada,-36.14894681042054,8.450400178086415
BOS,4.486851601356713,0.5616898460500253,-128.14894681042048,BOS,-112.0,Tampa Bay Rays,Boston Red Sox,Bovada,16.148946810420483,8.450400178086415
COL,4.542173027392326,0.4626452474837239,116.1483351312672,COL,113.0,Colorado Rockies,Milwaukee Brewers,Bovada,-3.1483351312672028,9.437369965162114
MIL,4.895196937769788,0.5373547525162761,-116.14833513126716,MIL,-135.0,Colorado Rockies,Milwaukee Brewers,Bovada,-18.85166486873284,9.437369965162114
STL,4.995716709942908,0.5875258612061071,-142.43944188212117,STL,-260.0,St. Louis Cardinals,Washington Nationals,Bovada,-117.56055811787883,9.18155716854972
WSN,4.185840458606813,0.4124741387938929,142.43944188212126,WSN,210.0,St. Louis Cardinals,Washington Nationals,Bovada,67.56055811787874,9.18155716854972
SDP,4.229390196380558,0.4996898445204878,100.12413919670902,SDP,-230.0,San Diego Padres,Arizona Diamondbacks,Bovada,-130.12413919670902,8.461404744059308
ARI,4.23201454767875,0.500310155479512,-100.12413919670897,ARI,190.0,San Diego Padres,Arizona Diamondbacks,Bovada,90.12413919670897,8.461404744059308
SEA,3.70759399712322,0.3995043704708712,150.31015275786885,,,,,,-50.31015275786885,8.253142836901203
CHW,4.545548839777983,0.6004956295291287,-150.31015275786882,,,,,,50.31015275786882,8.253142836901203
HOU,4.590377763327108,0.4804150129400495,108.15336179445931,HOU,-165.0,Houston Astros,Texas Rangers,Bovada,-73.15336179445931,9.364224135559123
TEX,4.773846372232014,0.5195849870599505,-108.15336179445936,TEX,139.0,Houston Astros,Texas Rangers,Bovada,47.15336179445936,9.364224135559123
KCR,3.734489569582959,0.4683894204537667,113.49756342302076,KCR,113.0,Kansas City Royals,Cleveland Guardians,Bovada,-0.4975634230207646,7.713036816615475
CLE,3.978547247032515,0.5316105795462333,-113.49756342302076,CLE,-135.0,Kansas City Royals,Cleveland Guardians,Bovada,-21.502436576979235,7.713036816615475
LAA,3.9288454924223655,0.5861741242591463,-141.64752825321648,LAA,-185.0,Los Angeles Angels,Detroit Tigers,Bovada,-43.35247174678352,7.229958939148739
DET,3.301113446726374,0.4138258757408536,141.64752825321654,DET,153.0,Los Angeles Angels,Detroit Tigers,Bovada,11.352471746783465,7.229958939148739
LAD,5.105094698060006,0.6874509426611843,-219.9497731698356,LAD,-220.0,Los Angeles Dodgers,San Francisco Giants,Bovada,-0.0502268301644051,8.547341802785432
SFG,3.4422471047254275,0.3125490573388156,219.9497731698356,SFG,180.0,Los Angeles Dodgers,San Francisco Giants,Bovada,-39.949773169835595,8.547341802785432
PIT,3.4799114822249937,0.3384561640661714,195.45923702086583,,,,,,-95.45923702086583,8.345062174954158
NYM,4.865150692729164,0.6615438359338285,-195.45923702086577,,,,,,95.45923702086577,8.345062174954158
