team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
DET,2.8674442809635936,0.3050446590009222,227.8208519615408,DET,131,Detroit Tigers,Seattle Mariners,Bovada,-96.8208519615408,7.195488840615077
SEA,4.328044559651484,0.6949553409990777,-227.82085196154068,SEA,-157,Detroit Tigers,Seattle Mariners,Bovada,70.82085196154068,7.195488840615077
CHW,3.995887109191163,0.5272171571395781,-111.5135976487257,CHW,-190,Chicago White Sox,Kansas City Royals,Bovada,-78.4864023512743,7.77987115399986
KCR,3.783984044808697,0.472782842860422,111.5135976487257,KCR,156,Chicago White Sox,Kansas City Royals,Bovada,44.48640235127429,7.77987115399986
WSN,4.093677344910076,0.6362247655614299,-174.89501904750136,WSN,-117,Washington Nationals,Oakland Athletics,Bovada,57.895019047501364,7.189135153757831
OAK,3.0954578088477547,0.3637752344385701,174.89501904750136,OAK,-103,Washington Nationals,Oakland Athletics,Bovada,-77.89501904750136,7.189135153757831
NYM,4.288236383049108,0.3937742374572874,153.95262180108205,NYM,113,New York Mets,Los Angeles Dodgers,Bovada,-40.952621801082046,9.608979132237875
LAD,5.320742749188767,0.6062257625427124,-153.952621801082,LAD,-135,New York Mets,Los Angeles Dodgers,Bovada,18.95262180108199,9.608979132237875
CLE,4.256452004596894,0.5296704875198341,-112.61689378724044,CLE,-175,Cleveland Guardians,Baltimore Orioles,Bovada,-62.38310621275956,8.26739018614051
BAL,4.010938181543616,0.4703295124801657,112.61689378724049,BAL,144,Cleveland Guardians,Baltimore Orioles,Bovada,31.383106212759515,8.26739018614051
BOS,4.699364318236012,0.4968293123808666,101.27636898231268,BOS,-175,Boston Red Sox,Texas Rangers,Bovada,-76.27636898231268,9.428624158908619
TEX,4.729259840672606,0.5031706876191333,-101.27636898231265,TEX,144,Boston Red Sox,Texas Rangers,Bovada,45.27636898231265,9.428624158908619
ATL,5.073180809278373,0.5426022114685364,-118.62807933781949,ATL,-370,Atlanta Braves,Colorado Rockies,Bovada,-251.37192066218051,9.731042531051674
COL,4.657861721773302,0.4573977885314636,118.62807933781949,COL,285,Atlanta Braves,Colorado Rockies,Bovada,166.37192066218051,9.731042531051674
ARI,3.751051581130427,0.3844385628429633,160.11958649644708,ARI,113,Arizona Diamondbacks,Milwaukee Brewers,Bovada,-47.119586496447084,8.497571045631204
MIL,4.746519464500777,0.6155614371570367,-160.11958649644708,MIL,-135,Arizona Diamondbacks,Milwaukee Brewers,Bovada,25.119586496447084,8.497571045631204
