name,price,point,home_team,away_team,bookmakers.title
Los Angeles Dodgers,-286,,Miami Marlins,Los Angeles Dodgers,Unibet
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,Unibet
Los Angeles Dodgers,-286,,Miami Marlins,Los Angeles Dodgers,FOX Bet
Miami Marlins,225,,Miami Marlins,Los Angeles Dodgers,FOX Bet
Los Angeles Dodgers,-278,,Miami Marlins,Los Angeles Dodgers,BetRivers
Miami Marlins,240,,Miami Marlins,Los Angeles Dodgers,BetRivers
Los Angeles Dodgers,-278,,Miami Marlins,Los Angeles Dodgers,SugarHouse
Miami Marlins,240,,Miami Marlins,Los Angeles Dodgers,SugarHouse
Los Angeles Dodgers,-286,,Miami Marlins,Los Angeles Dodgers,Barstool Sportsbook
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,Barstool Sportsbook
Los Angeles Dodgers,-286,,Miami Marlins,Los Angeles Dodgers,TwinSpires
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,TwinSpires
Los Angeles Dodgers,-300,,Miami Marlins,Los Angeles Dodgers,FanDuel
Miami Marlins,245,,Miami Marlins,Los Angeles Dodgers,FanDuel
Los Angeles Dodgers,-304,,Miami Marlins,Los Angeles Dodgers,Circa Sports
Miami Marlins,246,,Miami Marlins,Los Angeles Dodgers,Circa Sports
Los Angeles Dodgers,-280,,Miami Marlins,Los Angeles Dodgers,DraftKings
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,DraftKings
Los Angeles Dodgers,-292,,Miami Marlins,Los Angeles Dodgers,William Hill (US)
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,William Hill (US)
Los Angeles Dodgers,-275,,Miami Marlins,Los Angeles Dodgers,BetMGM
Miami Marlins,225,,Miami Marlins,Los Angeles Dodgers,BetMGM
Los Angeles Dodgers,-280,,Miami Marlins,Los Angeles Dodgers,BetUS
Miami Marlins,230,,Miami Marlins,Los Angeles Dodgers,BetUS
Los Angeles Dodgers,-280,,Miami Marlins,Los Angeles Dodgers,Bovada
Miami Marlins,225,,Miami Marlins,Los Angeles Dodgers,Bovada
Los Angeles Dodgers,-263,,Miami Marlins,Los Angeles Dodgers,Betfair
Miami Marlins,250,,Miami Marlins,Los Angeles Dodgers,Betfair
Los Angeles Dodgers,-250,,Miami Marlins,Los Angeles Dodgers,Betfair
Miami Marlins,265,,Miami Marlins,Los Angeles Dodgers,Betfair
Los Angeles Dodgers,-270,,Miami Marlins,Los Angeles Dodgers,BetOnline.ag
Miami Marlins,237,,Miami Marlins,Los Angeles Dodgers,BetOnline.ag
Los Angeles Dodgers,-265,,Miami Marlins,Los Angeles Dodgers,LowVig.ag
Miami Marlins,237,,Miami Marlins,Los Angeles Dodgers,LowVig.ag
Los Angeles Dodgers,-295,,Miami Marlins,Los Angeles Dodgers,PointsBet (US)
Miami Marlins,235,,Miami Marlins,Los Angeles Dodgers,PointsBet (US)
Los Angeles Dodgers,-265,,Miami Marlins,Los Angeles Dodgers,GTbets
Miami Marlins,225,,Miami Marlins,Los Angeles Dodgers,GTbets
Los Angeles Dodgers,-270,,Miami Marlins,Los Angeles Dodgers,WynnBET
Miami Marlins,240,,Miami Marlins,Los Angeles Dodgers,WynnBET
Cincinnati Reds,130,,Washington Nationals,Cincinnati Reds,DraftKings
Washington Nationals,-150,,Washington Nationals,Cincinnati Reds,DraftKings
Cincinnati Reds,136,,Washington Nationals,Cincinnati Reds,BetOnline.ag
Washington Nationals,-147,,Washington Nationals,Cincinnati Reds,BetOnline.ag
Cincinnati Reds,130,,Washington Nationals,Cincinnati Reds,FOX Bet
Washington Nationals,-154,,Washington Nationals,Cincinnati Reds,FOX Bet
Cincinnati Reds,140,,Washington Nationals,Cincinnati Reds,William Hill (US)
Washington Nationals,-165,,Washington Nationals,Cincinnati Reds,William Hill (US)
Cincinnati Reds,130,,Washington Nationals,Cincinnati Reds,BetUS
Washington Nationals,-145,,Washington Nationals,Cincinnati Reds,BetUS
Cincinnati Reds,128,,Washington Nationals,Cincinnati Reds,FanDuel
Washington Nationals,-152,,Washington Nationals,Cincinnati Reds,FanDuel
Cincinnati Reds,136,,Washington Nationals,Cincinnati Reds,LowVig.ag
Washington Nationals,-147,,Washington Nationals,Cincinnati Reds,LowVig.ag
Cincinnati Reds,130,,Washington Nationals,Cincinnati Reds,Bovada
Washington Nationals,-155,,Washington Nationals,Cincinnati Reds,Bovada
Cincinnati Reds,138,,Washington Nationals,Cincinnati Reds,Betfair
Washington Nationals,-143,,Washington Nationals,Cincinnati Reds,Betfair
Cincinnati Reds,144,,Washington Nationals,Cincinnati Reds,Betfair
Washington Nationals,-139,,Washington Nationals,Cincinnati Reds,Betfair
Cincinnati Reds,135,,Washington Nationals,Cincinnati Reds,GTbets
Washington Nationals,-147,,Washington Nationals,Cincinnati Reds,GTbets
Cincinnati Reds,130,,Washington Nationals,Cincinnati Reds,PointsBet (US)
Washington Nationals,-155,,Washington Nationals,Cincinnati Reds,PointsBet (US)
Cincinnati Reds,135,,Washington Nationals,Cincinnati Reds,WynnBET
Washington Nationals,-145,,Washington Nationals,Cincinnati Reds,WynnBET
Cincinnati Reds,120,,Washington Nationals,Cincinnati Reds,Circa Sports
Washington Nationals,-141,,Washington Nationals,Cincinnati Reds,Circa Sports
Cincinnati Reds,125,,Washington Nationals,Cincinnati Reds,BetMGM
