team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
KCR,3.780320422131844,0.4262030190463534,134.62996630984472,KCR,127,Kansas City Royals,Chicago White Sox,Bovada,-7.629966309844718,8.166632028601967
CHW,4.386311606470124,0.5737969809536465,-134.62996630984466,CHW,-152,Kansas City Royals,Chicago White Sox,Bovada,-17.37003369015534,8.166632028601967
PHI,4.929673406918536,0.5743839250264903,-134.95353178618544,PHI,-245,Philadelphia Phillies,Cincinnati Reds,Bovada,-110.04646821381456,9.173191133195225
CIN,4.243517726276687,0.4256160749735097,134.9535317861855,CIN,200,Philadelphia Phillies,Cincinnati Reds,Bovada,65.0464682138145,9.173191133195225
PIT,3.71746522519066,0.3815630706302447,162.0798701373945,PIT,165,Pittsburgh Pirates,Atlanta Braves,Bovada,2.9201298626055063,8.450192236813944
ATL,4.732727011623284,0.6184369293697553,-162.0798701373944,ATL,-200,Pittsburgh Pirates,Atlanta Braves,Bovada,-37.92012986260559,8.450192236813944
NYY,4.514190382216241,0.4835203555185206,106.81652563057324,NYY,139,New York Yankees,New York Mets,Bovada,32.18347436942676,9.179700064199753
NYM,4.6655096819835125,0.5164796444814794,-106.81652563057324,NYM,-165,New York Yankees,New York Mets,Bovada,-58.18347436942676,9.179700064199753
TBR,4.934586045562591,0.6527361216337909,-187.96545287253988,TBR,-220,Tampa Bay Rays,Los Angeles Angels,Bovada,-32.034547127460115,8.533833519891338
LAA,3.599247474328746,0.347263878366209,187.96545287253997,LAA,180,Tampa Bay Rays,Los Angeles Angels,Bovada,-7.96545287253997,8.533833519891338
MIN,4.262007585796783,0.4836029769961752,106.78119192138658,MIN,-210,Minnesota Twins,Texas Rangers,Bovada,-116.78119192138658,8.666152499134544
TEX,4.40414491333776,0.5163970230038248,-106.7811919213866,TEX,170,Minnesota Twins,Texas Rangers,Bovada,76.7811919213866,8.666152499134544
CHC,4.16386555906192,0.4315608799651873,131.71701755744562,CHC,139,Chicago Cubs,St. Louis Cardinals,Bovada,7.282982442554385,8.942652222732866
STL,4.778786663670946,0.5684391200348127,-131.71701755744562,STL,-165,Chicago Cubs,St. Louis Cardinals,Bovada,-33.282982442554385,8.942652222732866
OAK,3.1473367068926663,0.3491300569528341,186.42621283537767,OAK,117,Oakland Athletics,Miami Marlins,Bovada,-69.42621283537767,7.444646820235785
MIA,4.297310113343118,0.6508699430471658,-186.42621283537767,MIA,-140,Oakland Athletics,Miami Marlins,Bovada,46.42621283537767,7.444646820235785
LAD,4.646079883896915,0.5296616321704222,-112.6128907183561,LAD,-260,Los Angeles Dodgers,Milwaukee Brewers,Bovada,-147.38710928164392,9.024249869351541
MIL,4.378169985454626,0.4703383678295779,112.61289071835608,MIL,210,Los Angeles Dodgers,Milwaukee Brewers,Bovada,97.38710928164392,9.024249869351541
