team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
TOR,4.417280531127952,0.5595064594022393,-127.01808490607492,TOR,-155.0,Toronto Blue Jays,Los Angeles Angels,Bovada,-27.981915093925082,8.336704109679845
LAA,3.919423578551893,0.4404935405977607,127.01808490607492,LAA,130.0,Toronto Blue Jays,Los Angeles Angels,Bovada,2.981915093925082,8.336704109679845
BOS,3.927053185274462,0.4516294031390296,121.42048171566012,BOS,105.0,Boston Red Sox,Tampa Bay Rays,Bovada,-16.420481715660117,8.25431087997694
TBR,4.327257694702478,0.5483705968609703,-121.42048171566007,TBR,-125.0,Boston Red Sox,Tampa Bay Rays,Bovada,-3.579518284339926,8.25431087997694
PHI,4.721691616437156,0.6023244321909079,-151.46126162823748,PHI,-290.0,Philadelphia Phillies,Pittsburgh Pirates,Bovada,-138.53873837176252,8.558294368286024
PIT,3.836602751848867,0.3976755678090921,151.46126162823742,PIT,230.0,Philadelphia Phillies,Pittsburgh Pirates,Bovada,78.53873837176258,8.558294368286024
MIA,3.3829674388136284,0.2978012995877248,235.79437073793736,MIA,165.0,Miami Marlins,Los Angeles Dodgers,Bovada,-70.79437073793736,8.577716031072386
LAD,5.194748592258757,0.7021987004122752,-235.7943707379373,LAD,-200.0,Miami Marlins,Los Angeles Dodgers,Bovada,35.7943707379373,8.577716031072386
WSN,4.120886204205929,0.522842803580682,-109.5745401105124,WSN,-130.0,Washington Nationals,Cincinnati Reds,Bovada,-20.4254598894876,8.05761768924842
CIN,3.9367314850424906,0.4771571964193179,109.57454011051242,CIN,108.0,Washington Nationals,Cincinnati Reds,Bovada,-1.574540110512416,8.05761768924842
TEX,4.427470313988394,0.5672224260095693,-131.06557735408705,TEX,-115.0,Texas Rangers,Detroit Tigers,Bovada,16.065577354087054,8.294801234637013
DET,3.86733092064862,0.4327775739904306,131.06557735408705,DET,-105.0,Texas Rangers,Detroit Tigers,Bovada,-36.065577354087054,8.294801234637013
HOU,4.468784486722118,0.5415065815341984,-118.1056389743114,HOU,-180.0,Houston Astros,Baltimore Orioles,Bovada,-61.894361025688596,8.580793840798082
BAL,4.112009354075964,0.4584934184658014,118.10563897431147,BAL,148.0,Houston Astros,Baltimore Orioles,Bovada,29.894361025688525,8.580793840798082
NYM,4.812763840817881,0.5271490272541984,-111.4831220908975,NYM,-250.0,New York Mets,Colorado Rockies,Bovada,-138.5168779091025,9.370928297872236
COL,4.558164457054355,0.4728509727458015,111.4831220908975,COL,205.0,New York Mets,Colorado Rockies,Bovada,93.5168779091025,9.370928297872236
KCR,3.67886480888752,0.4325679261060991,131.1775653368074,KCR,180.0,Kansas City Royals,San Diego Padres,Bovada,48.82243466319261,7.8923707605123
SDP,4.21350595162478,0.5674320738939008,-131.17756533680736,SDP,-220.0,Kansas City Royals,San Diego Padres,Bovada,-88.82243466319264,7.8923707605123
CHW,4.299262802252811,0.5030625018806268,-101.23255012641094,,,,,,1.232550126410942,8.572272756840942
ARI,4.273009954588131,0.4969374981193731,101.23255012641094,,,,,,-1.232550126410942,8.572272756840942
MIL,4.260745582957316,0.4955013879863602,101.81578180110512,MIL,-200.0,Milwaukee Brewers,Chicago Cubs,Bovada,-101.81578180110512,8.560000064381008
CHC,4.299254481423691,0.5044986120136399,-101.81578180110516,CHC,165.0,Milwaukee Brewers,Chicago Cubs,Bovada,66.81578180110516,8.560000064381008
MIN,4.5950388660613966,0.5291881351400513,-112.39906523967224,MIN,-140.0,Minnesota Twins,San Francisco Giants,Bovada,-27.60093476032776,8.929227804249939
SFG,4.334188938188542,0.4708118648599488,112.39906523967218,SFG,117.0,Minnesota Twins,San Francisco Giants,Bovada,4.600934760327817,8.929227804249939
STL,4.842513760842458,0.4838748111688732,106.6650251093558,STL,-105.0,St. Louis Cardinals,Atlanta Braves,Bovada,-11.665025109355796,9.843801983025667
ATL,5.00128822218321,0.5161251888311268,-106.66502510935584,ATL,-115.0,St. Louis Cardinals,Atlanta Braves,Bovada,-8.334974890644162,9.843801983025667
OAK,3.010791506965231,0.2435594204421368,310.5774263153878,OAK,195.0,Oakland Athletics,New York Yankees,Bovada,-115.57742631538781,8.316771714610718
NYY,5.305980207645487,0.756440579557863,-310.57742631538764,NYY,-240.0,Oakland Athletics,New York Yankees,Bovada,70.57742631538764,8.316771714610718
SEA,4.192092919896916,0.4766478558616008,109.7984891156962,SEA,-180.0,Seattle Mariners,Cleveland Guardians,Bovada,-89.7984891156962,8.58476802175026
CLE,4.392675101853346,0.5233521441383991,-109.7984891156962,CLE,148.0,Seattle Mariners,Cleveland Guardians,Bovada,57.7984891156962,8.58476802175026
