name,price,point,home_team,away_team,bookmakers.title
Chicago Cubs,124,,Chicago Cubs,San Francisco Giants,Bovada
San Francisco Giants,-148,,Chicago Cubs,San Francisco Giants,Bovada
Chicago Cubs,126,,Chicago Cubs,San Francisco Giants,FanDuel
San Francisco Giants,-148,,Chicago Cubs,San Francisco Giants,FanDuel
Chicago Cubs,122,,Chicago Cubs,San Francisco Giants,William Hill (US)
San Francisco Giants,-145,,Chicago Cubs,San Francisco Giants,William Hill (US)
Chicago Cubs,131,,Chicago Cubs,San Francisco Giants,BetOnline.ag
San Francisco Giants,-143,,Chicago Cubs,San Francisco Giants,BetOnline.ag
Chicago Cubs,131,,Chicago Cubs,San Francisco Giants,WynnBET
San Francisco Giants,-141,,Chicago Cubs,San Francisco Giants,WynnBET
Chicago Cubs,131,,Chicago Cubs,San Francisco Giants,LowVig.ag
San Francisco Giants,-142,,Chicago Cubs,San Francisco Giants,LowVig.ag
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,FOX Bet
San Francisco Giants,-154,,Chicago Cubs,San Francisco Giants,FOX Bet
Chicago Cubs,125,,Chicago Cubs,San Francisco Giants,DraftKings
San Francisco Giants,-145,,Chicago Cubs,San Francisco Giants,DraftKings
Chicago Cubs,122,,Chicago Cubs,San Francisco Giants,Circa Sports
San Francisco Giants,-145,,Chicago Cubs,San Francisco Giants,Circa Sports
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,GTbets
San Francisco Giants,-142,,Chicago Cubs,San Francisco Giants,GTbets
Chicago Cubs,120,,Chicago Cubs,San Francisco Giants,BetMGM
San Francisco Giants,-145,,Chicago Cubs,San Francisco Giants,BetMGM
Chicago Cubs,126,,Chicago Cubs,San Francisco Giants,BetUS
San Francisco Giants,-141,,Chicago Cubs,San Francisco Giants,BetUS
Chicago Cubs,132,,Chicago Cubs,San Francisco Giants,Betfair
San Francisco Giants,-137,,Chicago Cubs,San Francisco Giants,Betfair
Chicago Cubs,138,,Chicago Cubs,San Francisco Giants,Betfair
San Francisco Giants,-133,,Chicago Cubs,San Francisco Giants,Betfair
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,Unibet
San Francisco Giants,-161,,Chicago Cubs,San Francisco Giants,Unibet
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,SugarHouse
San Francisco Giants,-150,,Chicago Cubs,San Francisco Giants,SugarHouse
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,Barstool Sportsbook
San Francisco Giants,-150,,Chicago Cubs,San Francisco Giants,Barstool Sportsbook
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,TwinSpires
San Francisco Giants,-162,,Chicago Cubs,San Francisco Giants,TwinSpires
Chicago Cubs,130,,Chicago Cubs,San Francisco Giants,BetRivers
San Francisco Giants,-150,,Chicago Cubs,San Francisco Giants,BetRivers
Chicago Cubs,133,,Chicago Cubs,San Francisco Giants,Intertops
San Francisco Giants,-145,,Chicago Cubs,San Francisco Giants,Intertops
Chicago Cubs,132,,Chicago Cubs,San Francisco Giants,SuperBook
San Francisco Giants,-142,,Chicago Cubs,San Francisco Giants,SuperBook
Pittsburgh Pirates,165,,Pittsburgh Pirates,St. Louis Cardinals,FOX Bet
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,FOX Bet
Pittsburgh Pirates,172,,Pittsburgh Pirates,St. Louis Cardinals,FanDuel
St. Louis Cardinals,-205,,Pittsburgh Pirates,St. Louis Cardinals,FanDuel
Pittsburgh Pirates,170,,Pittsburgh Pirates,St. Louis Cardinals,BetUS
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,BetUS
Pittsburgh Pirates,177,,Pittsburgh Pirates,St. Louis Cardinals,BetOnline.ag
St. Louis Cardinals,-196,,Pittsburgh Pirates,St. Louis Cardinals,BetOnline.ag
Pittsburgh Pirates,172,,Pittsburgh Pirates,St. Louis Cardinals,WynnBET
St. Louis Cardinals,-189,,Pittsburgh Pirates,St. Louis Cardinals,WynnBET
Pittsburgh Pirates,170,,Pittsburgh Pirates,St. Louis Cardinals,William Hill (US)
St. Louis Cardinals,-205,,Pittsburgh Pirates,St. Louis Cardinals,William Hill (US)
Pittsburgh Pirates,177,,Pittsburgh Pirates,St. Louis Cardinals,LowVig.ag
St. Louis Cardinals,-193,,Pittsburgh Pirates,St. Louis Cardinals,LowVig.ag
Pittsburgh Pirates,165,,Pittsburgh Pirates,St. Louis Cardinals,Bovada
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,Bovada
Pittsburgh Pirates,170,,Pittsburgh Pirates,St. Louis Cardinals,DraftKings
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,DraftKings
Pittsburgh Pirates,167,,Pittsburgh Pirates,St. Louis Cardinals,Circa Sports
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,Circa Sports
Pittsburgh Pirates,175,,Pittsburgh Pirates,St. Louis Cardinals,SugarHouse
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,SugarHouse
Pittsburgh Pirates,175,,Pittsburgh Pirates,St. Louis Cardinals,Barstool Sportsbook
St. Louis Cardinals,-205,,Pittsburgh Pirates,St. Louis Cardinals,Barstool Sportsbook
Pittsburgh Pirates,170,,Pittsburgh Pirates,St. Louis Cardinals,Unibet
St. Louis Cardinals,-204,,Pittsburgh Pirates,St. Louis Cardinals,Unibet
Pittsburgh Pirates,175,,Pittsburgh Pirates,St. Louis Cardinals,BetRivers
St. Louis Cardinals,-200,,Pittsburgh Pirates,St. Louis Cardinals,BetRivers
Pittsburgh Pirates,170,,Pittsburgh Pirates,St. Louis Cardinals,TwinSpires
St. Louis Cardinals,-205,,Pittsburgh Pirates,St. Louis Cardinals,TwinSpires
Pittsburgh Pirates,173,,Pittsburgh Pirates,St. Louis Cardinals,GTbets
St. Louis Cardinals,-193,,Pittsburgh Pirates,St. Louis Cardinals,GTbets
Pittsburgh Pirates,155,,Pittsburgh Pirates,St. Louis Cardinals,BetMGM
St. Louis Cardinals,-190,,Pittsburgh Pirates,St. Louis Cardinals,BetMGM
Pittsburgh Pirates,175,,Pittsburgh Pirates,St. Louis Cardinals,SuperBook
St. Louis Cardinals,-190,,Pittsburgh Pirates,St. Louis Cardinals,SuperBook
Pittsburgh Pirates,184,,Pittsburgh Pirates,St. Louis Cardinals,Betfair
St. Louis Cardinals,-189,,Pittsburgh Pirates,St. Louis Cardinals,Betfair
Pittsburgh Pirates,188,,Pittsburgh Pirates,St. Louis Cardinals,Betfair
St. Louis Cardinals,-182,,Pittsburgh Pirates,St. Louis Cardinals,Betfair
Miami Marlins,140,,Miami Marlins,New York Mets,FOX Bet
New York Mets,-167,,Miami Marlins,New York Mets,FOX Bet
Miami Marlins,143,,Miami Marlins,New York Mets,William Hill (US)
New York Mets,-170,,Miami Marlins,New York Mets,William Hill (US)
Miami Marlins,133,,Miami Marlins,New York Mets,Circa Sports
New York Mets,-157,,Miami Marlins,New York Mets,Circa Sports
Miami Marlins,144,,Miami Marlins,New York Mets,FanDuel
New York Mets,-172,,Miami Marlins,New York Mets,FanDuel
Miami Marlins,145,,Miami Marlins,New York Mets,BetMGM
New York Mets,-175,,Miami Marlins,New York Mets,BetMGM
Miami Marlins,140,,Miami Marlins,New York Mets,DraftKings
New York Mets,-165,,Miami Marlins,New York Mets,DraftKings
Miami Marlins,150,,Miami Marlins,New York Mets,SuperBook
New York Mets,-160,,Miami Marlins,New York Mets,SuperBook
Miami Marlins,145,,Miami Marlins,New York Mets,Intertops
New York Mets,-160,,Miami Marlins,New York Mets,Intertops
Miami Marlins,140,,Miami Marlins,New York Mets,Unibet
New York Mets,-167,,Miami Marlins,New York Mets,Unibet
Miami Marlins,143,,Miami Marlins,New York Mets,SugarHouse
New York Mets,-165,,Miami Marlins,New York Mets,SugarHouse
Miami Marlins,140,,Miami Marlins,New York Mets,Barstool Sportsbook
New York Mets,-165,,Miami Marlins,New York Mets,Barstool Sportsbook
Miami Marlins,140,,Miami Marlins,New York Mets,TwinSpires
New York Mets,-167,,Miami Marlins,New York Mets,TwinSpires
Miami Marlins,143,,Miami Marlins,New York Mets,BetRivers
New York Mets,-165,,Miami Marlins,New York Mets,BetRivers
Miami Marlins,148,,Miami Marlins,New York Mets,BetOnline.ag
New York Mets,-161,,Miami Marlins,New York Mets,BetOnline.ag
Miami Marlins,146,,Miami Marlins,New York Mets,LowVig.ag
New York Mets,-158,,Miami Marlins,New York Mets,LowVig.ag
Miami Marlins,139,,Miami Marlins,New York Mets,Bovada
New York Mets,-165,,Miami Marlins,New York Mets,Bovada
Miami Marlins,152,,Miami Marlins,New York Mets,WynnBET
New York Mets,-164,,Miami Marlins,New York Mets,WynnBET
Miami Marlins,142,,Miami Marlins,New York Mets,BetUS
New York Mets,-157,,Miami Marlins,New York Mets,BetUS
Miami Marlins,146,,Miami Marlins,New York Mets,GTbets
New York Mets,-158,,Miami Marlins,New York Mets,GTbets
Miami Marlins,146,,Miami Marlins,New York Mets,Betfair
New York Mets,-156,,Miami Marlins,New York Mets,Betfair
Miami Marlins,156,,Miami Marlins,New York Mets,Betfair
New York Mets,-147,,Miami Marlins,New York Mets,Betfair
Baltimore Orioles,-118,,Baltimore Orioles,Boston Red Sox,WynnBET
Boston Red Sox,107,,Baltimore Orioles,Boston Red Sox,WynnBET
Baltimore Orioles,-118,,Baltimore Orioles,Boston Red Sox,BetUS
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,BetUS
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,DraftKings
Boston Red Sox,105,,Baltimore Orioles,Boston Red Sox,DraftKings
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,FOX Bet
Boston Red Sox,105,,Baltimore Orioles,Boston Red Sox,FOX Bet
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,William Hill (US)
Boston Red Sox,105,,Baltimore Orioles,Boston Red Sox,William Hill (US)
Baltimore Orioles,-126,,Baltimore Orioles,Boston Red Sox,FanDuel
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,FanDuel
Baltimore Orioles,-118,,Baltimore Orioles,Boston Red Sox,LowVig.ag
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,LowVig.ag
Baltimore Orioles,-122,,Baltimore Orioles,Boston Red Sox,Bovada
Boston Red Sox,102,,Baltimore Orioles,Boston Red Sox,Bovada
Baltimore Orioles,-119,,Baltimore Orioles,Boston Red Sox,BetOnline.ag
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,BetOnline.ag
Baltimore Orioles,-122,,Baltimore Orioles,Boston Red Sox,SugarHouse
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,SugarHouse
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,Unibet
Boston Red Sox,106,,Baltimore Orioles,Boston Red Sox,Unibet
Baltimore Orioles,-124,,Baltimore Orioles,Boston Red Sox,Barstool Sportsbook
Boston Red Sox,107,,Baltimore Orioles,Boston Red Sox,Barstool Sportsbook
Baltimore Orioles,-122,,Baltimore Orioles,Boston Red Sox,BetRivers
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,BetRivers
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,TwinSpires
Boston Red Sox,106,,Baltimore Orioles,Boston Red Sox,TwinSpires
Baltimore Orioles,-115,,Baltimore Orioles,Boston Red Sox,Circa Sports
Boston Red Sox,-103,,Baltimore Orioles,Boston Red Sox,Circa Sports
Baltimore Orioles,-118,,Baltimore Orioles,Boston Red Sox,GTbets
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,GTbets
Baltimore Orioles,-125,,Baltimore Orioles,Boston Red Sox,BetMGM
Boston Red Sox,105,,Baltimore Orioles,Boston Red Sox,BetMGM
Baltimore Orioles,-118,,Baltimore Orioles,Boston Red Sox,SuperBook
Boston Red Sox,108,,Baltimore Orioles,Boston Red Sox,SuperBook
Baltimore Orioles,-114,,Baltimore Orioles,Boston Red Sox,Betfair
Boston Red Sox,110,,Baltimore Orioles,Boston Red Sox,Betfair
Baltimore Orioles,-110,,Baltimore Orioles,Boston Red Sox,Betfair
Boston Red Sox,114,,Baltimore Orioles,Boston Red Sox,Betfair
Baltimore Orioles,-120,,Baltimore Orioles,Boston Red Sox,Intertops
Boston Red Sox,110,,Baltimore Orioles,Boston Red Sox,Intertops
New York Yankees,-109,,New York Yankees,Tampa Bay Rays,Circa Sports
Tampa Bay Rays,-109,,New York Yankees,Tampa Bay Rays,Circa Sports
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,FanDuel
Tampa Bay Rays,-106,,New York Yankees,Tampa Bay Rays,FanDuel
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,LowVig.ag
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,LowVig.ag
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,BetOnline.ag
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,BetOnline.ag
New York Yankees,-103,,New York Yankees,Tampa Bay Rays,Betfair
Tampa Bay Rays,-101,,New York Yankees,Tampa Bay Rays,Betfair
New York Yankees,102,,New York Yankees,Tampa Bay Rays,Betfair
Tampa Bay Rays,104,,New York Yankees,Tampa Bay Rays,Betfair
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,DraftKings
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,DraftKings
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,FOX Bet
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,FOX Bet
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,William Hill (US)
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,William Hill (US)
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,GTbets
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,GTbets
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,Bovada
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,Bovada
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,BetUS
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,BetUS
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,Intertops
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,Intertops
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,Unibet
Tampa Bay Rays,-112,,New York Yankees,Tampa Bay Rays,Unibet
New York Yankees,-103,,New York Yankees,Tampa Bay Rays,BetRivers
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,BetRivers
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,SuperBook
Tampa Bay Rays,-105,,New York Yankees,Tampa Bay Rays,SuperBook
New York Yankees,-103,,New York Yankees,Tampa Bay Rays,SugarHouse
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,SugarHouse
New York Yankees,-105,,New York Yankees,Tampa Bay Rays,Barstool Sportsbook
Tampa Bay Rays,-112,,New York Yankees,Tampa Bay Rays,Barstool Sportsbook
New York Yankees,-106,,New York Yankees,Tampa Bay Rays,TwinSpires
Tampa Bay Rays,-113,,New York Yankees,Tampa Bay Rays,TwinSpires
New York Yankees,-103,,New York Yankees,Tampa Bay Rays,WynnBET
Tampa Bay Rays,-108,,New York Yankees,Tampa Bay Rays,WynnBET
New York Yankees,-110,,New York Yankees,Tampa Bay Rays,BetMGM
Tampa Bay Rays,-110,,New York Yankees,Tampa Bay Rays,BetMGM
Philadelphia Phillies,-218,,Philadelphia Phillies,Washington Nationals,Circa Sports
Washington Nationals,182,,Philadelphia Phillies,Washington Nationals,Circa Sports
Philadelphia Phillies,-225,,Philadelphia Phillies,Washington Nationals,FanDuel
Washington Nationals,188,,Philadelphia Phillies,Washington Nationals,FanDuel
Philadelphia Phillies,-210,,Philadelphia Phillies,Washington Nationals,LowVig.ag
Washington Nationals,192,,Philadelphia Phillies,Washington Nationals,LowVig.ag
