team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
SFG,4.253465499153165,0.4534786007376963,120.5175720250636,SFG,105.0,San Francisco Giants,Philadelphia Phillies,Bovada,-15.5175720250636,8.922941002036723
PHI,4.669475502883558,0.5465213992623037,-120.5175720250636,PHI,-125.0,San Francisco Giants,Philadelphia Phillies,Bovada,-4.4824279749363996,8.922941002036723
BOS,5.38996811493254,0.4904129205253176,103.9097988953525,BOS,-157.0,Boston Red Sox,Texas Rangers,Bovada,-60.909798895352495,10.884294418138872
TEX,5.494326303206332,0.5095870794746824,-103.9097988953525,TEX,131.0,Boston Red Sox,Texas Rangers,Bovada,34.909798895352495,10.884294418138872
DET,3.261043860857218,0.4212939789986876,137.36394295896528,,,,,,-37.36394295896528,7.083064380329446
KCR,3.822020519472229,0.5787060210013124,-137.36394295896528,,,,,,37.36394295896528,7.083064380329446
TBR,3.910877322530115,0.4042065173938613,147.39828700624187,TBR,-133.0,Tampa Bay Rays,New York Yankees,Bovada,-80.39828700624187,8.658983381671693
NYY,4.748106059141577,0.5957934826061386,-147.39828700624184,NYY,111.0,Tampa Bay Rays,New York Yankees,Bovada,58.398287006241844,8.658983381671693
PIT,3.3930029417085152,0.3573322059632949,179.85162918752408,PIT,134.0,Pittsburgh Pirates,Toronto Blue Jays,Bovada,-45.85162918752408,7.943317544970704
TOR,4.550314603262189,0.642667794036705,-179.85162918752408,TOR,-160.0,Pittsburgh Pirates,Toronto Blue Jays,Bovada,19.851629187524082,7.943317544970704
CIN,4.053302894377608,0.4424091517242693,126.03510711804805,CIN,-125.0,Cincinnati Reds,Colorado Rockies,Bovada,-51.035107118048046,8.603757918518502
COL,4.550455024140894,0.5575908482757307,-126.03510711804807,COL,105.0,Cincinnati Reds,Colorado Rockies,Bovada,31.035107118048074,8.603757918518502
BAL,4.2028226246770775,0.5888575148862363,-143.2246815172357,BAL,-220.0,Baltimore Orioles,Oakland Athletics,Bovada,-76.7753184827643,7.714641662858921
OAK,3.5118190381818435,0.4111424851137636,143.2246815172357,OAK,180.0,Baltimore Orioles,Oakland Athletics,Bovada,36.775318482764305,7.714641662858921
NYM,4.649608286493853,0.6044333952009122,-152.80192712625723,NYM,-400.0,New York Mets,Washington Nationals,Bovada,-247.19807287374277,8.411029337933417
WSN,3.761421051439563,0.3955666047990878,152.80192712625723,WSN,300.0,New York Mets,Washington Nationals,Bovada,147.19807287374277,8.411029337933417
CLE,3.8619346879958414,0.3989248584557311,150.67377447248515,CLE,139.0,Cleveland Guardians,Seattle Mariners,Bovada,-11.67377447248515,8.602430406967585
SEA,4.7404957189717445,0.601075141544269,-150.67377447248523,SEA,-165.0,Cleveland Guardians,Seattle Mariners,Bovada,-14.326225527514765,8.602430406967585
STL,4.630859304509508,0.541383314240709,-118.04701639766736,STL,-200.0,St. Louis Cardinals,Chicago Cubs,Bovada,-81.95298360233264,8.893061799256797
CHC,4.262202494747289,0.458616685759291,118.0470163976674,CHC,165.0,St. Louis Cardinals,Chicago Cubs,Bovada,46.952983602332594,8.893061799256797
CHW,4.398404998800489,0.5005396628291339,-100.21609837217132,CHW,-138.0,Chicago White Sox,Minnesota Twins,Bovada,-37.78390162782868,8.792065245414864
MIN,4.393660246614376,0.4994603371708661,100.21609837217136,MIN,115.0,Chicago White Sox,Minnesota Twins,Bovada,14.78390162782864,8.792065245414864
ATL,4.883741809355768,0.6218771952265423,-164.46434528039734,ATL,-165.0,Atlanta Braves,Miami Marlins,Bovada,-0.5356547196026611,8.691916090196923
MIA,3.808174280841156,0.3781228047734576,164.46434528039737,MIA,139.0,Atlanta Braves,Miami Marlins,Bovada,-25.464345280397367,8.691916090196923
ARI,3.747292278001263,0.3937881500136631,153.943649641388,ARI,153.0,Arizona Diamondbacks,Milwaukee Brewers,Bovada,-0.9436496413879922,8.396708829795068
MIL,4.649416551793805,0.6062118499863369,-153.943649641388,MIL,-185.0,Arizona Diamondbacks,Milwaukee Brewers,Bovada,-31.056350358612008,8.396708829795068
LAA,3.9133829334358414,0.4452374836968548,124.59923897172634,LAA,-130.0,Los Angeles Angels,Houston Astros,Bovada,-54.599238971726336,8.281658642170546
HOU,4.368275708734705,0.5547625163031453,-124.5992389717264,HOU,108.0,Los Angeles Angels,Houston Astros,Bovada,32.59923897172639,8.281658642170546
LAD,5.012677766129661,0.6056414212314645,-153.57632719001634,LAD,-215.0,Los Angeles Dodgers,San Diego Padres,Bovada,-61.42367280998366,9.05757645860296
SDP,4.044898692473297,0.3943585787685355,153.57632719001637,SDP,175.0,Los Angeles Dodgers,San Diego Padres,Bovada,21.42367280998363,9.05757645860296
