team,runs_scored,wp,ml,name,price,home_team,away_team,bookmakers.title,comparison,over_under
MIA,3.690204775401248,0.3117901462981332,220.72854510411685,MIA,225,Miami Marlins,Los Angeles Dodgers,Bovada,4.271454895883153,7.380409550802496
MIA,3.690204775401248,0.3117901462981332,220.72854510411685,MIA,144,Miami Marlins,Los Angeles Dodgers,Bovada,-76.72854510411685,7.380409550802496
LAD,5.482513590131566,0.6882098537018668,-220.72854510411685,LAD,-280,Miami Marlins,Los Angeles Dodgers,Bovada,-59.27145489588315,10.965027180263132
LAD,5.482513590131566,0.6882098537018668,-220.72854510411685,LAD,-175,Miami Marlins,Los Angeles Dodgers,Bovada,45.72854510411685,10.965027180263132
WSN,4.137638567598785,0.4843504789134802,106.46206487567662,WSN,-155,Washington Nationals,Cincinnati Reds,Bovada,-61.46206487567662,8.27527713519757
WSN,4.137638567598785,0.4843504789134802,106.46206487567662,WSN,-115,Washington Nationals,Cincinnati Reds,Bovada,-21.462064875676617,8.27527713519757
CIN,4.269234339113776,0.5156495210865197,-106.46206487567662,CIN,130,Washington Nationals,Cincinnati Reds,Bovada,36.46206487567662,8.538468678227552
CIN,4.269234339113776,0.5156495210865197,-106.46206487567662,CIN,-105,Washington Nationals,Cincinnati Reds,Bovada,1.4620648756766172,8.538468678227552
PHI,4.780490702867596,0.6556934316925978,-190.43883911827805,PHI,-270,Philadelphia Phillies,Pittsburgh Pirates,Bovada,-79.56116088172195,9.560981405735191
PHI,4.780490702867596,0.6556934316925978,-190.43883911827805,PHI,-270,Philadelphia Phillies,Pittsburgh Pirates,Bovada,-79.56116088172195,9.560981405735191
PIT,3.46413425605893,0.3443065683074022,190.43883911827805,PIT,220,Philadelphia Phillies,Pittsburgh Pirates,Bovada,29.561160881721946,6.92826851211786
PIT,3.46413425605893,0.3443065683074022,190.43883911827805,PIT,220,Philadelphia Phillies,Pittsburgh Pirates,Bovada,29.561160881721946,6.92826851211786
TOR,4.791877220315447,0.5761989463779471,-135.95977203298867,TOR,-185,Toronto Blue Jays,Los Angeles Angels,Bovada,-49.04022796701133,9.583754440630894
TOR,4.791877220315447,0.5761989463779471,-135.95977203298867,TOR,-155,Toronto Blue Jays,Los Angeles Angels,Bovada,-19.040227967011333,9.583754440630894
LAA,4.109608660791432,0.4238010536220529,135.95977203298867,LAA,153,Toronto Blue Jays,Los Angeles Angels,Bovada,17.040227967011333,8.219217321582864
LAA,4.109608660791432,0.4238010536220529,135.95977203298867,LAA,130,Toronto Blue Jays,Los Angeles Angels,Bovada,-5.959772032988667,8.219217321582864
NYM,4.698731016796289,0.500637196717052,-100.25520391701698,NYM,-345,New York Mets,Colorado Rockies,Bovada,-244.74479608298302,9.397462033592578
NYM,4.698731016796289,0.500637196717052,-100.25520391701698,NYM,-250,New York Mets,Colorado Rockies,Bovada,-149.74479608298302,9.397462033592578
COL,4.692746795536292,0.4993628032829479,100.25520391701704,COL,270,New York Mets,Colorado Rockies,Bovada,169.74479608298296,9.385493591072583
COL,4.692746795536292,0.4993628032829479,100.25520391701704,COL,205,New York Mets,Colorado Rockies,Bovada,104.74479608298296,9.385493591072583
